sep=;
T/1;CR/1;CS/2;;US/1;Cortex/2;;Thalamus/2;;Hippocampus.BindDelta/4;;;;Hippocampus.Context/4;;;;V/3;;;W/2;;
23;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.392;0.392;0.000;0.000;0.136;
24;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.435;0.435;0.000;0.000;0.109;
25;0.648;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.435;0.435;0.000;0.000;0.109;
26;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.435;0.435;0.000;0.000;0.109;
27;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.435;0.435;0.000;0.000;0.174;
28;0.327;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.435;0.435;0.000;0.000;0.174;
29;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.435;0.435;0.000;0.000;0.174;
30;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.461;0.461;0.000;0.000;0.139;
31;0.696;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.461;0.461;0.000;0.000;0.139;
32;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.461;0.461;0.000;0.000;0.139;
33;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.461;0.461;0.000;0.000;0.204;
34;0.322;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.461;0.461;0.000;0.000;0.204;
35;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.461;0.461;0.000;0.000;0.204;
36;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.477;0.477;0.000;0.000;0.163;
37;0.719;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.477;0.477;0.000;0.000;0.163;
38;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.477;0.477;0.000;0.000;0.163;
39;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.477;0.477;0.000;0.000;0.226;
40;0.314;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.477;0.477;0.000;0.000;0.226;
41;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.477;0.477;0.000;0.000;0.226;
42;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.486;0.486;0.000;0.000;0.180;
43;0.728;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.486;0.486;0.000;0.000;0.180;
44;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.486;0.486;0.000;0.000;0.180;
45;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.486;0.486;0.000;0.000;0.242;
46;0.306;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.486;0.486;0.000;0.000;0.242;
47;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.486;0.486;0.000;0.000;0.242;
48;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.492;0.492;0.000;0.000;0.193;
49;0.730;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.492;0.492;0.000;0.000;0.193;
50;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.492;0.492;0.000;0.000;0.193;
51;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.492;0.492;0.000;0.000;0.253;
52;0.298;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.492;0.492;0.000;0.000;0.253;
53;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.492;0.492;0.000;0.000;0.253;
54;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.495;0.495;0.000;0.000;0.202;
55;0.730;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.495;0.495;0.000;0.000;0.202;
56;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.495;0.495;0.000;0.000;0.202;
57;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.495;0.495;0.000;0.000;0.261;
58;0.293;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.495;0.495;0.000;0.000;0.261;
59;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.495;0.495;0.000;0.000;0.261;
60;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.497;0.497;0.000;0.000;0.209;
61;0.729;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.497;0.497;0.000;0.000;0.209;
62;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.497;0.497;0.000;0.000;0.209;
63;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.497;0.497;0.000;0.000;0.266;
64;0.288;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.497;0.497;0.000;0.000;0.266;
65;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.497;0.497;0.000;0.000;0.266;
66;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.498;0.498;0.000;0.000;0.213;
67;0.728;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.498;0.498;0.000;0.000;0.213;
68;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.498;0.498;0.000;0.000;0.213;
69;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.498;0.498;0.000;0.000;0.270;
70;0.285;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.498;0.498;0.000;0.000;0.270;
71;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.498;0.498;0.000;0.000;0.270;
72;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.216;
73;0.726;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.216;
74;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.216;
75;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.273;
76;0.283;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.273;
77;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.273;
78;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.218;
79;0.725;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.218;
80;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.218;
81;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.274;
82;0.281;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.274;
83;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.499;0.499;0.000;0.000;0.274;
84;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.219;
85;0.724;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.219;
86;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.219;
87;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.276;
88;0.280;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.276;
89;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.276;
90;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.220;
91;0.724;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.220;
92;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.220;
93;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.276;
94;0.279;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.276;
95;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.276;
96;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.276;
97;0.000;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.276;
98;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.000;0.276;
99;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.500;0.500;0.000;0.145;0.421;
100;0.723;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.500;0.500;0.000;0.145;0.421;
101;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.500;0.500;0.000;0.145;0.421;
102;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.216;0.421;
103;0.355;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.216;0.421;
104;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.216;0.421;
105;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.216;0.437;
106;0.079;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.000;0.500;0.500;0.000;0.216;0.437;
